field,parent_type,fortran_type,rank,declared_bounds,decl_file,decl_line,alloc_sites,category,notes
BYFT,MESH_TYPE,"REAL(EB), ALLOCATABLE",2,"deferred(:,:); allocated as (KBP1,IBP1)",mesh.f90,90,"init.f90:2408[KBP1,IBP1]",pressure_solver,
BZST,MESH_TYPE,"REAL(EB), ALLOCATABLE",2,"deferred(:,:); allocated as (JBP1,IBP1) | (JTRN,IBP1)",mesh.f90,90,"init.f90:2391[JBP1,IBP1]; init.f90:2410[JTRN,IBP1]",pressure_solver,
BZFT,MESH_TYPE,"REAL(EB), ALLOCATABLE",2,"deferred(:,:); allocated as (JBP1,IBP1) | (JTRN,IBP1)",mesh.f90,90,"init.f90:2393[JBP1,IBP1]; init.f90:2412[JTRN,IBP1]",pressure_solver,
BXS_BAR,MESH_TYPE,REAL(EB),0,scalar,mesh.f90,91,,pressure_solver,
BXF_BAR,MESH_TYPE,REAL(EB),0,scalar,mesh.f90,91,,pressure_solver,
LSAVE,MESH_TYPE,INTEGER,0,scalar,mesh.f90,92,,pressure_solver,
LWORK,MESH_TYPE,INTEGER,0,scalar,mesh.f90,92,,pressure_solver,
LBC,MESH_TYPE,INTEGER,0,scalar,mesh.f90,92,,pressure_solver,
MBC,MESH_TYPE,INTEGER,0,scalar,mesh.f90,92,,pressure_solver,
NBC,MESH_TYPE,INTEGER,0,scalar,mesh.f90,92,,pressure_solver,
LBC2,MESH_TYPE,INTEGER,0,scalar,mesh.f90,92,,pressure_solver,
MBC2,MESH_TYPE,INTEGER,0,scalar,mesh.f90,92,,pressure_solver,
NBC2,MESH_TYPE,INTEGER,0,scalar,mesh.f90,92,,pressure_solver,
ITRN,MESH_TYPE,INTEGER,0,scalar,mesh.f90,92,,pressure_solver,
JTRN,MESH_TYPE,INTEGER,0,scalar,mesh.f90,92,,pressure_solver,
KTRN,MESH_TYPE,INTEGER,0,scalar,mesh.f90,92,,pressure_solver,
IPS,MESH_TYPE,INTEGER,0,scalar,mesh.f90,92,,pressure_solver,
P_0,MESH_TYPE,"REAL(EB), ALLOCATABLE",1,deferred(:); allocated as (0:M%KBP1),mesh.f90,94,init.f90:449[0:M%KBP1],pressure_solver,"ambient pressure profile p0(z), 1-D over K only (0:KBP1) init.f90:449 -> implicit single vertical column per mesh | doc: Ambient pressure profile, \f$ \overline{p}_0(z) \f$ (Pa)"
RHO_0,MESH_TYPE,"REAL(EB), ALLOCATABLE",1,deferred(:); allocated as (0:M%KBP1),mesh.f90,95,init.f90:451[0:M%KBP1],other,"background state (1-D in z) / wind | doc: Ambient density profile, \f$ \overline{\rho}_0(z) \f$ (kg/m\f$^3\f$)"
TMP_0,MESH_TYPE,"REAL(EB), ALLOCATABLE",1,deferred(:); allocated as (0:M%KBP1),mesh.f90,96,init.f90:450[0:M%KBP1],other,"background state (1-D in z) / wind | doc: Ambient temperature profile, \f$ \overline{T}_0(z) \f$ (K)"
D_PBAR_DT,MESH_TYPE,"REAL(EB), ALLOCATABLE",1,deferred(:); allocated as (0:N_ZONE),mesh.f90,97,init.f90:1047[0:N_ZONE],pressure_solver,doc: \f$ (\partial \overline{p}_m/\partial t)^n \f$
D_PBAR_DT_S,MESH_TYPE,"REAL(EB), ALLOCATABLE",1,deferred(:); allocated as (0:N_ZONE),mesh.f90,98,init.f90:1048[0:N_ZONE],pressure_solver,doc: \f$ (\partial \overline{p}_m/\partial t)^* \f$
U_LEAK,MESH_TYPE,"REAL(EB), ALLOCATABLE",1,deferred(:); allocated as (0:N_ZONE),mesh.f90,99,init.f90:1049[0:N_ZONE],pressure_solver,
U_WIND,MESH_TYPE,"REAL(EB), ALLOCATABLE",1,deferred(:); allocated as (0:M%KBP1),mesh.f90,100,init.f90:718[0:M%KBP1],other,background state (1-D in z) / wind | doc: Component of wind in x direction
V_WIND,MESH_TYPE,"REAL(EB), ALLOCATABLE",1,deferred(:); allocated as (0:M%KBP1),mesh.f90,101,init.f90:719[0:M%KBP1],other,background state (1-D in z) / wind | doc: Component of wind in y direction
W_WIND,MESH_TYPE,"REAL(EB), ALLOCATABLE",1,deferred(:); allocated as (0:M%KBP1),mesh.f90,102,init.f90:720[0:M%KBP1],other,background state (1-D in z) / wind | doc: Component of wind in z direction
PBAR,MESH_TYPE,"REAL(EB), ALLOCATABLE",2,"deferred(:,:); allocated as (0:KBP1,0:N_ZONE)",mesh.f90,104,"init.f90:1044[0:KBP1,0:N_ZONE]",pressure_solver,"background pressure per (K, zone) | doc: Background pressure, current, \f$ \overline{p}_m^n(z,t) \f$ (Pa)"
PBAR_S,MESH_TYPE,"REAL(EB), ALLOCATABLE",2,"deferred(:,:); allocated as (0:KBP1,0:N_ZONE)",mesh.f90,105,"init.f90:1045[0:KBP1,0:N_ZONE]",pressure_solver,"doc: Background pressure, estimated, \f$ \overline{p}_m^*(z,t) \f$ (Pa)"
R_PBAR,MESH_TYPE,"REAL(EB), ALLOCATABLE",2,"deferred(:,:); allocated as (0:KBP1,0:N_ZONE)",mesh.f90,106,"init.f90:1046[0:KBP1,0:N_ZONE]",pressure_solver,"doc: \f$ 1/\overline{p}_m(z,t) \f$"
PRESSURE_ZONE,MESH_TYPE,"INTEGER, ALLOCATABLE",3,"deferred(:,:,:); allocated as (0:IBP1,0:JBP1,0:KBP1) | (0:M4%IBP1,0:M4%JBP1,0:M4%KBP1)",mesh.f90,107,"init.f90:586[0:IBP1,0:JBP1,0:KBP1]; main.f90:1355[0:M4%IBP1,0:M4%JBP1,0:M4%KBP1]",pressure_solver,"integer zone id per cell incl. ghost layer init.f90:586; ALSO allocated for off-process neighbour meshes main.f90:1355 and MPI_BCAST to neighbours main.f90:2853 | doc: Index of the pressure zone for cell (I,J,K)"
ZONE_MESH,MESH_TYPE,"TYPE(ZONE_MESH_TYPE), ALLOCATABLE",1,deferred(:); allocated as (0:N_ZONE),mesh.f90,108,pres.f90:1205[0:N_ZONE],pressure_solver,doc: Stores Pardiso parameters for specific ZONE on a MESH
MUNKH,MESH_TYPE,"INTEGER, ALLOCATABLE",3,"deferred(:,:,:); allocated as (0:IBAR+1,0:JBAR+1,0:KBAR+1)",mesh.f90,109,"pres.f90:1315[0:IBAR+1,0:JBAR+1,0:KBAR+1]",pressure_solver,doc: Stores pressure unknown indexes for the mesh.
SWORK1,MESH_TYPE,"REAL(EB), ALLOCATABLE",4,"deferred(:,:,:,:); allocated as (0:IBP1,0:JBP1,0:KBP1,N_LOWER_SCALARS:N_TOTAL_SCALARS)",mesh.f90,113,"init.f90:702[0:IBP1,0:JBP1,0:KBP1,N_LOWER_SCALARS:N_TOTAL_SCALARS]",scratch_work,
SWORK2,MESH_TYPE,"REAL(EB), ALLOCATABLE",4,"deferred(:,:,:,:); allocated as (0:IBP1,0:JBP1,0:KBP1,N_LOWER_SCALARS:N_TOTAL_SCALARS)",mesh.f90,114,"init.f90:703[0:IBP1,0:JBP1,0:KBP1,N_LOWER_SCALARS:N_TOTAL_SCALARS]",scratch_work,
SWORK3,MESH_TYPE,"REAL(EB), ALLOCATABLE",4,"deferred(:,:,:,:); allocated as (0:IBP1,0:JBP1,0:KBP1,N_LOWER_SCALARS:N_TOTAL_SCALARS)",mesh.f90,115,"init.f90:704[0:IBP1,0:JBP1,0:KBP1,N_LOWER_SCALARS:N_TOTAL_SCALARS]",scratch_work,
SWORK4,MESH_TYPE,"REAL(EB), ALLOCATABLE",4,"deferred(:,:,:,:); allocated as (0:IBP1,0:JBP1,0:KBP1,1:N_TOTAL_SCALARS)",mesh.f90,116,"init.f90:705[0:IBP1,0:JBP1,0:KBP1,1:N_TOTAL_SCALARS]",scratch_work,
WORK1,MESH_TYPE,"REAL(EB), ALLOCATABLE",3,"deferred(:,:,:); allocated as (0:IBP1,0:JBP1,0:KBP1)",mesh.f90,117,"init.f90:691[0:IBP1,0:JBP1,0:KBP1]",scratch_work,
WORK2,MESH_TYPE,"REAL(EB), ALLOCATABLE",3,"deferred(:,:,:); allocated as (0:IBP1,0:JBP1,0:KBP1)",mesh.f90,117,"init.f90:692[0:IBP1,0:JBP1,0:KBP1]",scratch_work,
WORK3,MESH_TYPE,"REAL(EB), ALLOCATABLE",3,"deferred(:,:,:); allocated as (0:IBP1,0:JBP1,0:KBP1)",mesh.f90,117,"init.f90:693[0:IBP1,0:JBP1,0:KBP1]",scratch_work,
WORK4,MESH_TYPE,"REAL(EB), ALLOCATABLE",3,"deferred(:,:,:); allocated as (0:IBP1,0:JBP1,0:KBP1)",mesh.f90,117,"init.f90:694[0:IBP1,0:JBP1,0:KBP1]",scratch_work,
WORK5,MESH_TYPE,"REAL(EB), ALLOCATABLE",3,"deferred(:,:,:); allocated as (0:IBP1,0:JBP1,0:KBP1)",mesh.f90,117,"init.f90:695[0:IBP1,0:JBP1,0:KBP1]",scratch_work,
WORK6,MESH_TYPE,"REAL(EB), ALLOCATABLE",3,"deferred(:,:,:); allocated as (0:IBP1,0:JBP1,0:KBP1)",mesh.f90,117,"init.f90:696[0:IBP1,0:JBP1,0:KBP1]",scratch_work,
WORK7,MESH_TYPE,"REAL(EB), ALLOCATABLE",3,"deferred(:,:,:); allocated as (0:IBP1,0:JBP1,0:KBP1)",mesh.f90,117,"init.f90:697[0:IBP1,0:JBP1,0:KBP1]",scratch_work,
WORK8,MESH_TYPE,"REAL(EB), ALLOCATABLE",3,"deferred(:,:,:); allocated as (0:IBP1,0:JBP1,0:KBP1)",mesh.f90,117,"init.f90:698[0:IBP1,0:JBP1,0:KBP1]",scratch_work,
WORK9,MESH_TYPE,"REAL(EB), ALLOCATABLE",3,"deferred(:,:,:); allocated as (0:IBP1,0:JBP1,0:KBP1)",mesh.f90,117,"init.f90:699[0:IBP1,0:JBP1,0:KBP1]",scratch_work,
IWORK1,MESH_TYPE,"INTEGER, ALLOCATABLE",3,"deferred(:,:,:); allocated as (0:IBP1,0:JBP1,0:KBP1)",mesh.f90,118,"init.f90:701[0:IBP1,0:JBP1,0:KBP1]",scratch_work,
WORK_PAD,MESH_TYPE,"REAL(EB), ALLOCATABLE",3,"deferred(:,:,:); allocated as (-1:IBP1+1,-1:JBP1+1,-1:KBP1+1)",mesh.f90,119,"init.f90:529[-1:IBP1+1,-1:JBP1+1,-1:KBP1+1]",scratch_work,
WORK_U,MESH_TYPE,"REAL(EB), ALLOCATABLE",3,"deferred(:,:,:); allocated as (-1:IBP1,0:JBP1,0:KBP1)",mesh.f90,120,"init.f90:539[-1:IBP1,0:JBP1,0:KBP1]",scratch_work,
WORK_V,MESH_TYPE,"REAL(EB), ALLOCATABLE",3,"deferred(:,:,:); allocated as (0:IBP1,-1:JBP1,0:KBP1)",mesh.f90,120,"init.f90:540[0:IBP1,-1:JBP1,0:KBP1]",scratch_work,
WORK_W,MESH_TYPE,"REAL(EB), ALLOCATABLE",3,"deferred(:,:,:); allocated as (0:IBP1,0:JBP1,-1:KBP1)",mesh.f90,120,"init.f90:541[0:IBP1,0:JBP1,-1:KBP1]",scratch_work,
PWORK1,MESH_TYPE,"REAL(EB), ALLOCATABLE",3,"deferred(:,:,:); allocated as (NX,NX,NX)",mesh.f90,121,"turb.f90:2319[NX,NX,NX]",pressure_solver,
PWORK2,MESH_TYPE,"REAL(EB), ALLOCATABLE",3,"deferred(:,:,:); allocated as (NX,NX,NX)",mesh.f90,121,"turb.f90:2322[NX,NX,NX]",pressure_solver,
PWORK3,MESH_TYPE,"REAL(EB), ALLOCATABLE",3,"deferred(:,:,:); allocated as (NX,NX,NX)",mesh.f90,121,"turb.f90:2325[NX,NX,NX]",pressure_solver,
PWORK4,MESH_TYPE,"REAL(EB), ALLOCATABLE",3,"deferred(:,:,:); no ALLOCATE found",mesh.f90,121,,pressure_solver,ALLOCATABLE but never ALLOCATEd; only aliased mesh.f90:648 (likely dead) | ALLOCATABLE but no ALLOCATE/MOVE_ALLOC found in Source/*.f90 (dead or allocated implicitly)
PWORK5,MESH_TYPE,"COMPLEX(EB), ALLOCATABLE",3,"deferred(:,:,:); allocated as (NX,NX,NX)",mesh.f90,122,"turb.f90:2330[NX,NX,NX]",pressure_solver,
PWORK6,MESH_TYPE,"COMPLEX(EB), ALLOCATABLE",3,"deferred(:,:,:); allocated as (NX,NX,NX)",mesh.f90,122,"turb.f90:2333[NX,NX,NX]",pressure_solver,
PWORK7,MESH_TYPE,"COMPLEX(EB), ALLOCATABLE",3,"deferred(:,:,:); allocated as (NX,NX,NX)",mesh.f90,122,"turb.f90:2336[NX,NX,NX]",pressure_solver,
PWORK8,MESH_TYPE,"COMPLEX(EB), ALLOCATABLE",3,"deferred(:,:,:); allocated as (NX,NX,NX)",mesh.f90,122,"turb.f90:2339[NX,NX,NX]",pressure_solver,
TURB_WORK1,MESH_TYPE,"REAL(EB), ALLOCATABLE",3,"deferred(:,:,:); allocated as (0:IBP1,0:JBP1,0:KBP1)",mesh.f90,123,"turb.f90:53[0:IBP1,0:JBP1,0:KBP1]",scratch_work,
TURB_WORK2,MESH_TYPE,"REAL(EB), ALLOCATABLE",3,"deferred(:,:,:); allocated as (0:IBP1,0:JBP1,0:KBP1)",mesh.f90,123,"turb.f90:56[0:IBP1,0:JBP1,0:KBP1]",scratch_work,
TURB_WORK3,MESH_TYPE,"REAL(EB), ALLOCATABLE",3,"deferred(:,:,:); allocated as (0:IBP1,0:JBP1,0:KBP1)",mesh.f90,123,"turb.f90:59[0:IBP1,0:JBP1,0:KBP1]",scratch_work,
TURB_WORK4,MESH_TYPE,"REAL(EB), ALLOCATABLE",3,"deferred(:,:,:); allocated as (0:IBP1,0:JBP1,0:KBP1)",mesh.f90,123,"turb.f90:62[0:IBP1,0:JBP1,0:KBP1]",scratch_work,
TURB_WORK5,MESH_TYPE,"REAL(EB), ALLOCATABLE",3,"deferred(:,:,:); allocated as (0:IBP1,0:JBP1,0:KBP1)",mesh.f90,124,"turb.f90:66[0:IBP1,0:JBP1,0:KBP1]",scratch_work,
TURB_WORK6,MESH_TYPE,"REAL(EB), ALLOCATABLE",3,"deferred(:,:,:); allocated as (0:IBP1,0:JBP1,0:KBP1)",mesh.f90,124,"turb.f90:69[0:IBP1,0:JBP1,0:KBP1]",scratch_work,
TURB_WORK7,MESH_TYPE,"REAL(EB), ALLOCATABLE",3,"deferred(:,:,:); allocated as (0:IBP1,0:JBP1,0:KBP1)",mesh.f90,124,"turb.f90:72[0:IBP1,0:JBP1,0:KBP1]",scratch_work,
TURB_WORK8,MESH_TYPE,"REAL(EB), ALLOCATABLE",3,"deferred(:,:,:); allocated as (0:IBP1,0:JBP1,0:KBP1)",mesh.f90,124,"turb.f90:75[0:IBP1,0:JBP1,0:KBP1]",scratch_work,
TURB_WORK9,MESH_TYPE,"REAL(EB), ALLOCATABLE",3,"deferred(:,:,:); allocated as (0:IBP1,0:JBP1,0:KBP1)",mesh.f90,125,"turb.f90:79[0:IBP1,0:JBP1,0:KBP1]",scratch_work,
TURB_WORK10,MESH_TYPE,"REAL(EB), ALLOCATABLE",3,"deferred(:,:,:); allocated as (0:IBP1,0:JBP1,0:KBP1)",mesh.f90,125,"turb.f90:82[0:IBP1,0:JBP1,0:KBP1]",scratch_work,
CCVELDIV,MESH_TYPE,"REAL(EB), ALLOCATABLE",3,"deferred(:,:,:); allocated as (0:IBP1,0:JBP1,0:KBP1)",mesh.f90,126,"init.f90:647[0:IBP1,0:JBP1,0:KBP1]",other,diagnostics / stability monitors
CARTVELDIV,MESH_TYPE,"REAL(EB), ALLOCATABLE",3,"deferred(:,:,:); allocated as (0:IBP1,0:JBP1,0:KBP1)",mesh.f90,126,"init.f90:651[0:IBP1,0:JBP1,0:KBP1]",other,diagnostics / stability monitors
WALL_WORK1,MESH_TYPE,"REAL(EB), ALLOCATABLE",1,deferred(:); allocated as (M%N_WALL_CELLS),mesh.f90,127,init.f90:1034[M%N_WALL_CELLS],scratch_work,per-WALL-cell scratch; zeroed at start of pressure iteration main.f90:1649 (velocity error carrier)
WALL_WORK2,MESH_TYPE,"REAL(EB), ALLOCATABLE",1,deferred(:); allocated as (M%N_WALL_CELLS),mesh.f90,127,init.f90:1038[M%N_WALL_CELLS],scratch_work,
FACE_WORK1,MESH_TYPE,"REAL(EB), ALLOCATABLE",1,deferred(:); allocated as (MESHES(NM)%N_CFACE_CELLS_DIM),mesh.f90,127,geom.f90:12149[MESHES(NM)%N_CFACE_CELLS_DIM],scratch_work,
FACE_WORK2,MESH_TYPE,"REAL(EB), ALLOCATABLE",1,deferred(:); allocated as (MESHES(NM)%N_CFACE_CELLS_DIM),mesh.f90,127,geom.f90:12150[MESHES(NM)%N_CFACE_CELLS_DIM],scratch_work,
FACE_WORK3,MESH_TYPE,"REAL(EB), ALLOCATABLE",1,deferred(:); allocated as (MESHES(NM)%N_CFACE_CELLS_DIM),mesh.f90,127,geom.f90:12151[MESHES(NM)%N_CFACE_CELLS_DIM],scratch_work,
FIRE_ARRIVAL_TIME,MESH_TYPE,"REAL(EB), ALLOCATABLE",1,deferred(:); allocated as (1:M%N_INTERNAL_WALL_CELLS+M%N_EXTERNAL_WALL_CELLS+M%N_INTERNAL_CFACE_CELLS),mesh.f90,128,init.f90:1216[1:M%N_INTERNAL_WALL_CELLS+M%N_EXTERNAL_WALL_CELLS+M%N_INTERNAL_CFACE_CELLS],other,"level-set / terrain (2-D I,J arrays)"
FIRE_RESIDENCE_TIME,MESH_TYPE,"REAL(EB), ALLOCATABLE",1,deferred(:); allocated as (1:M%N_INTERNAL_WALL_CELLS+M%N_EXTERNAL_WALL_CELLS+M%N_INTERNAL_CFACE_CELLS),mesh.f90,128,init.f90:1220[1:M%N_INTERNAL_WALL_CELLS+M%N_EXTERNAL_WALL_CELLS+M%N_INTERNAL_CFACE_CELLS],other,"level-set / terrain (2-D I,J arrays)"
LS_SPREAD_RATE,MESH_TYPE,"REAL(EB), ALLOCATABLE",1,deferred(:); allocated as (1:M%N_INTERNAL_WALL_CELLS+M%N_EXTERNAL_WALL_CELLS+M%N_INTERNAL_CFACE_CELLS),mesh.f90,128,init.f90:1224[1:M%N_INTERNAL_WALL_CELLS+M%N_EXTERNAL_WALL_CELLS+M%N_INTERNAL_CFACE_CELLS],other,"level-set / terrain (2-D I,J arrays)"
QQ,MESH_TYPE,"REAL(FB), ALLOCATABLE",4,"deferred(:,:,:,:); allocated as (0:IBP1,0:JBP1,0:KBP1,5)",mesh.f90,129,"dump.f90:1025[0:IBP1,0:JBP1,0:KBP1,5]",other,output / Smokeview
QQ2,MESH_TYPE,"REAL(FB), ALLOCATABLE",4,"deferred(:,:,:,:); allocated as (0:IBP1,0:JBP1,0:KBP1,1)",mesh.f90,129,"dump.f90:1027[0:IBP1,0:JBP1,0:KBP1,1]",other,output / Smokeview
PP,MESH_TYPE,"REAL(FB), ALLOCATABLE",2,"deferred(:,:); allocated as (0:I1B,0:I2B)",mesh.f90,130,"dump.f90:1295[0:I1B,0:I2B]",other,output / Smokeview
PPN,MESH_TYPE,"REAL(FB), ALLOCATABLE",2,"deferred(:,:); allocated as (0:I1B,0:I2B)",mesh.f90,130,"dump.f90:1298[0:I1B,0:I2B]",other,output / Smokeview
BNDF_TIME_INTEGRAL,MESH_TYPE,"REAL(FB), ALLOCATABLE",2,"deferred(:,:); allocated as (M%N_BNDF_POINTS,BNDF_TIME_INTEGRALS)",mesh.f90,130,"dump.f90:1450[M%N_BNDF_POINTS,BNDF_TIME_INTEGRALS]",other,output / Smokeview
IBK,MESH_TYPE,"INTEGER, ALLOCATABLE",2,"deferred(:,:); allocated as (0:I1B,0:I2B)",mesh.f90,131,"dump.f90:1300[0:I1B,0:I2B]",other,output / Smokeview
IBLK,MESH_TYPE,"INTEGER, ALLOCATABLE",3,"deferred(:,:,:); allocated as (0:IBAR,0:JBAR,0:KBAR) | (1:IBAR,1:JBAR,1:KBAR)",mesh.f90,132,"dump.f90:1023[0:IBAR,0:JBAR,0:KBAR]; dump.f90:1100[1:IBAR,1:JBAR,1:KBAR]",other,output / Smokeview
WALL_STORAGE,MESH_TYPE,TYPE(STORAGE_TYPE),0,scalar,mesh.f90,133,,wall_obst_cutcell,
CFACE_STORAGE,MESH_TYPE,TYPE(STORAGE_TYPE),0,scalar,mesh.f90,133,,wall_obst_cutcell,
CFL,MESH_TYPE,REAL(EB),0,scalar,mesh.f90,135,,other,diagnostics / stability monitors
DIVMX,MESH_TYPE,REAL(EB),0,scalar,mesh.f90,135,,other,diagnostics / stability monitors
DIVMN,MESH_TYPE,REAL(EB),0,scalar,mesh.f90,135,,other,diagnostics / stability monitors
VN,MESH_TYPE,REAL(EB),0,scalar,mesh.f90,135,,other,diagnostics / stability monitors
RESMAX,MESH_TYPE,REAL(EB),0,scalar,mesh.f90,135,,other,diagnostics / stability monitors
DRAG_UVWMAX,MESH_TYPE,REAL(EB),0,scalar,mesh.f90,135,,particle,
PART_UVWMAX,MESH_TYPE,REAL(EB),0,scalar,mesh.f90,135,,particle,
ICFL,MESH_TYPE,INTEGER,0,scalar,mesh.f90,136,,other,diagnostics / stability monitors
JCFL,MESH_TYPE,INTEGER,0,scalar,mesh.f90,136,,other,diagnostics / stability monitors
KCFL,MESH_TYPE,INTEGER,0,scalar,mesh.f90,136,,other,diagnostics / stability monitors
IMX,MESH_TYPE,INTEGER,0,scalar,mesh.f90,136,,other,diagnostics / stability monitors
JMX,MESH_TYPE,INTEGER,0,scalar,mesh.f90,136,,other,diagnostics / stability monitors
KMX,MESH_TYPE,INTEGER,0,scalar,mesh.f90,136,,other,diagnostics / stability monitors
IMN,MESH_TYPE,INTEGER,0,scalar,mesh.f90,136,,other,diagnostics / stability monitors
JMN,MESH_TYPE,INTEGER,0,scalar,mesh.f90,136,,other,diagnostics / stability monitors
KMN,MESH_TYPE,INTEGER,0,scalar,mesh.f90,136,,other,diagnostics / stability monitors
I_VN,MESH_TYPE,INTEGER,0,scalar,mesh.f90,136,,other,diagnostics / stability monitors
J_VN,MESH_TYPE,INTEGER,0,scalar,mesh.f90,136,,other,diagnostics / stability monitors
K_VN,MESH_TYPE,INTEGER,0,scalar,mesh.f90,136,,other,diagnostics / stability monitors
IRM,MESH_TYPE,INTEGER,0,scalar,mesh.f90,136,,other,diagnostics / stability monitors
JRM,MESH_TYPE,INTEGER,0,scalar,mesh.f90,136,,other,diagnostics / stability monitors
KRM,MESH_TYPE,INTEGER,0,scalar,mesh.f90,136,,other,diagnostics / stability monitors
DT_RESTRICT_COUNT,MESH_TYPE,INTEGER,0,scalar,mesh.f90,136,,other,diagnostics / stability monitors
DT_RESTRICT_STORE,MESH_TYPE,INTEGER,0,scalar,mesh.f90,136,,other,diagnostics / stability monitors
CLIP_RHOMIN,MESH_TYPE,LOGICAL,0,scalar,mesh.f90,137,,other,diagnostics / stability monitors
CLIP_RHOMAX,MESH_TYPE,LOGICAL,0,scalar,mesh.f90,137,,other,diagnostics / stability monitors
BAROCLINIC_TERMS_ATTACHED,MESH_TYPE,LOGICAL,0,scalar,mesh.f90,138,,other,control flag
BNDF_DUMP,MESH_TYPE,LOGICAL,0,scalar,mesh.f90,139,,other,output / Smokeview
PARTICLES_EXISTED,MESH_TYPE,LOGICAL,0,scalar,mesh.f90,140,,particle,
TRNX_ID,MESH_TYPE,CHARACTER(LABEL_LENGTH),0,scalar,mesh.f90,141,,grid_geometry,no MESH_POINTERS alias (access only via MESHES(NM)%TRNX_ID or M%TRNX_ID)
TRNY_ID,MESH_TYPE,CHARACTER(LABEL_LENGTH),0,scalar,mesh.f90,141,,grid_geometry,no MESH_POINTERS alias (access only via MESHES(NM)%TRNY_ID or M%TRNY_ID)
TRNZ_ID,MESH_TYPE,CHARACTER(LABEL_LENGTH),0,scalar,mesh.f90,141,,grid_geometry,no MESH_POINTERS alias (access only via MESHES(NM)%TRNZ_ID or M%TRNZ_ID)
NCHEM_ACTIVE_CELLS,MESH_TYPE,INTEGER,0,scalar,mesh.f90,142,,other,combustion active-cell lists | no MESH_POINTERS alias (access only via MESHES(NM)%NCHEM_ACTIVE_CELLS or M%NCHEM_ACTIVE_CELLS) | doc: Number of Chemically active cells and cutcells
NCHEM_ACTIVE_CC,MESH_TYPE,INTEGER,0,scalar,mesh.f90,142,,other,combustion active-cell lists | no MESH_POINTERS alias (access only via MESHES(NM)%NCHEM_ACTIVE_CC or M%NCHEM_ACTIVE_CC) | doc: Number of Chemically active cells and cutcells
EDGE,MESH_TYPE,"TYPE(EDGE_TYPE), ALLOCATABLE",1,deferred(:); allocated as (0:N1),mesh.f90,145,func.f90:3922[0:N1]; func.f90:3928[(from EDGE_DUMMY)],ghost_boundary,
IBAR,MESH_TYPE,INTEGER,0,scalar,mesh.f90,147,,grid_geometry,"doc: Number of cells in the \f$ x \f$ direction, \f$ I \f$"
JBAR,MESH_TYPE,INTEGER,0,scalar,mesh.f90,148,,grid_geometry,"doc: Number of cells in the \f$ y \f$ direction, \f$ J \f$"
KBAR,MESH_TYPE,INTEGER,0,scalar,mesh.f90,149,,grid_geometry,"doc: Number of cells in the \f$ z \f$ direction, \f$ K \f$"
IBM1,MESH_TYPE,INTEGER,0,scalar,mesh.f90,150,,grid_geometry,doc: IBAR minus 1
JBM1,MESH_TYPE,INTEGER,0,scalar,mesh.f90,151,,grid_geometry,doc: JBAR minus 1
KBM1,MESH_TYPE,INTEGER,0,scalar,mesh.f90,152,,grid_geometry,doc: KBAR minus 1
IBP1,MESH_TYPE,INTEGER,0,scalar,mesh.f90,153,,grid_geometry,doc: IBAR plus 1
JBP1,MESH_TYPE,INTEGER,0,scalar,mesh.f90,154,,grid_geometry,doc: JBAR plus 1
KBP1,MESH_TYPE,INTEGER,0,scalar,mesh.f90,155,,grid_geometry,doc: KBAR plus 1
N_NEIGHBORING_MESHES,MESH_TYPE,INTEGER,0,scalar,mesh.f90,156,,mpi_exchange,doc: Number of meshing abutting the current one
NEIGHBORING_MESH,MESH_TYPE,"INTEGER, ALLOCATABLE",1,deferred(:); allocated as (M%N_NEIGHBORING_MESHES),mesh.f90,157,read.f90:975[M%N_NEIGHBORING_MESHES],mpi_exchange,doc: Array listing the indices of neighboring meshes
RGB,MESH_TYPE,"INTEGER, ALLOCATABLE",1,deferred(:); allocated as (3),mesh.f90,158,read.f90:734[3],other,output / Smokeview | doc: Color indices of the mesh for Smokeview
NP,MESH_TYPE,INTEGER,0,scalar,mesh.f90,159,,other,output / VTK and unique-slice bookkeeping (new in FireX) | no MESH_POINTERS alias (access only via MESHES(NM)%NP or M%NP)
NC,MESH_TYPE,INTEGER,0,scalar,mesh.f90,159,,other,output / VTK and unique-slice bookkeeping (new in FireX) | no MESH_POINTERS alias (access only via MESHES(NM)%NC or M%NC)
DXI,MESH_TYPE,REAL(EB),0,scalar,mesh.f90,163,,grid_geometry,doc: \f$ \delta \xi = (x_I-x_0)/I \f$
DETA,MESH_TYPE,REAL(EB),0,scalar,mesh.f90,164,,grid_geometry,doc: \f$ \delta \eta = (y_J-y_0)/J \f$
DZETA,MESH_TYPE,REAL(EB),0,scalar,mesh.f90,165,,grid_geometry,doc: \f$ \delta \zeta = (z_K-z_0)/K \f$
RDXI,MESH_TYPE,REAL(EB),0,scalar,mesh.f90,166,,grid_geometry,doc: \f$ 1/ \delta \xi \f$
RDETA,MESH_TYPE,REAL(EB),0,scalar,mesh.f90,167,,grid_geometry,doc: \f$ 1/ \delta \eta \f$
RDZETA,MESH_TYPE,REAL(EB),0,scalar,mesh.f90,168,,grid_geometry,doc: \f$ 1/ \delta \zeta \f$
DXMIN,MESH_TYPE,REAL(EB),0,scalar,mesh.f90,169,,grid_geometry,doc: \f$ \min_i \delta x_i \f$
DXMAX,MESH_TYPE,REAL(EB),0,scalar,mesh.f90,170,,grid_geometry,doc: \f$ \max_i \delta x_i \f$
