pointer,decl,fortran_type,rank,remap_line,target,target_decl,target_alloc_bounds,category,n_routines_using,n_runtime_routines,sample_routines,notes
N_EXTERNAL_CFACE_CELLS,mesh.f90:458,INTEGER,0,mesh.f90:813,M%N_EXTERNAL_CFACE_CELLS,mesh.f90:294,scalar,wall_obst_cutcell,9,8,CFACE_PREDICT_NORMAL_VELOCITY(ccib.f90); GET_PRES_CFACE_BCS(ccib.f90); CC_NO_FLUX(ccib.f90); CHECK_CFLVN_LINKED_CELLS(ccib.f90); GET_FH_FROM_PRHS_AND_BCS(ccib.f90); INIT_CUTCELL_DATA(ccib.f90),
N_INTWALL_CFACE_CELLS,mesh.f90:458,INTEGER,0,mesh.f90:814,M%N_INTWALL_CFACE_CELLS,mesh.f90:294,scalar,wall_obst_cutcell,7,6,CFACE_PREDICT_NORMAL_VELOCITY(ccib.f90); CC_NO_FLUX(ccib.f90); CHECK_CFLVN_LINKED_CELLS(ccib.f90); GET_PRES_CFACE_BCS(ccib.f90); INIT_CUTCELL_DATA(ccib.f90); CC_DIFFUSIVE_MASS_FLUXES(ccib.f90),
INTERNAL_CFACE_CELLS_LB,mesh.f90:458,INTEGER,0,mesh.f90:815,M%INTERNAL_CFACE_CELLS_LB,mesh.f90:294,scalar,wall_obst_cutcell,25,22,RADIATION_FVM(radi.f90); PARTICLE_MASS_ENERGY_TRANSFER(part.f90); GET_EXT_INB_CUTFACES_TO_CFACE(geom.f90); CC_CONDUCTION_HEAT_FLUX(ccib.f90); CC_DIFFUSIVE_MASS_FLUXES(ccib.f90); DUMP_CFACES_GEOM(dump.f90),
N_INTERNAL_CFACE_CELLS,mesh.f90:459,INTEGER,0,mesh.f90:816,M%N_INTERNAL_CFACE_CELLS,mesh.f90:295,scalar,wall_obst_cutcell,27,24,RADIATION_FVM(radi.f90); PARTICLE_MASS_ENERGY_TRANSFER(part.f90); DUMP_CFACES_GEOM(dump.f90); CFACE_PREDICT_NORMAL_VELOCITY(ccib.f90); CC_DIFFUSIVE_MASS_FLUXES(ccib.f90); GET_EXT_INB_CUTFACES_TO_CFACE(geom.f90),
N_CFACE_CELLS_DIM,mesh.f90:459,INTEGER,0,mesh.f90:817,M%N_CFACE_CELLS_DIM,mesh.f90:295,scalar,wall_obst_cutcell,3,2,READ_RESTART(dump.f90); DUMP_RESTART(dump.f90); POINT_TO_MESH(mesh.f90),
BC_CLOCK,mesh.f90:460,REAL(EB),0,mesh.f90:825,M%BC_CLOCK,mesh.f90:296,scalar,wall_obst_cutcell,4,3,WALL_BC(wall.f90); DUMP_RESTART(dump.f90); READ_RESTART(dump.f90); POINT_TO_MESH(mesh.f90),
UVW_SAVE,mesh.f90:461,REAL(EB),1,mesh.f90:826,M%UVW_SAVE,mesh.f90:297,deferred(:); allocated as (M%N_EXTERNAL_WALL_CELLS),ghost_boundary,12,11,DENSITY(mass.f90); CC_MATCH_VELOCITY(ccib.f90); MATCH_VELOCITY(velo.f90); CCSPECIES_ADVECTION(ccib.f90); CCENTHALPY_ADVECTION(ccib.f90); GET_EXPLICIT_ADVDIFFVECTOR_SCALAR_3D(ccib.f90),
U_GHOST,mesh.f90:461,REAL(EB),1,mesh.f90:827,M%U_GHOST,mesh.f90:297,deferred(:); allocated as (M%N_EXTERNAL_WALL_CELLS),ghost_boundary,7,6,MATCH_VELOCITY(velo.f90); CC_MATCH_VELOCITY(ccib.f90); DUMP_RESTART(dump.f90); READ_RESTART(dump.f90); POINT_TO_MESH(mesh.f90); COMPUTE_VISCOSITY(velo.f90),
V_GHOST,mesh.f90:461,REAL(EB),1,mesh.f90:828,M%V_GHOST,mesh.f90:297,deferred(:); allocated as (M%N_EXTERNAL_WALL_CELLS),ghost_boundary,7,6,MATCH_VELOCITY(velo.f90); CC_MATCH_VELOCITY(ccib.f90); DUMP_RESTART(dump.f90); READ_RESTART(dump.f90); POINT_TO_MESH(mesh.f90); COMPUTE_VISCOSITY(velo.f90),
W_GHOST,mesh.f90:461,REAL(EB),1,mesh.f90:829,M%W_GHOST,mesh.f90:297,deferred(:); allocated as (M%N_EXTERNAL_WALL_CELLS),ghost_boundary,7,6,MATCH_VELOCITY(velo.f90); CC_MATCH_VELOCITY(ccib.f90); DUMP_RESTART(dump.f90); READ_RESTART(dump.f90); POINT_TO_MESH(mesh.f90); COMPUTE_VISCOSITY(velo.f90),
WALL,mesh.f90:462,TYPE:WALL_TYPE(WALL_TYPE),1,mesh.f90:830,M%WALL,mesh.f90:298,deferred(:); allocated as (0:N_WALL_CELLS_DIM) | (0:M%N_WALL_CELLS_DIM+N_NEW_STORAGE_SLOTS) | (0:M%N_WALL_CELLS_DIM) | (0:MESHES(NOM)%N_WALL_CELLS_DIM),wall_obst_cutcell,117,103,CC_CONDUCTION_HEAT_FLUX(ccib.f90); GET_FACE_TLW(part.f90); CCENTHALPY_ADVECTION(ccib.f90); CC_DIFFUSIVE_MASS_FLUXES(ccib.f90); FIX_CC_DIFF_MASS_FLUXES(ccib.f90); CC_DIFFUSIVE_HEAT_FLUXES(ccib.f90),
THIN_WALL,mesh.f90:463,TYPE:THIN_WALL_TYPE(THIN_WALL_TYPE),1,mesh.f90:831,M%THIN_WALL,mesh.f90:299,deferred(:); allocated as (1:N_THIN_WALL_CELLS_DIM) | (1:M%N_THIN_WALL_CELLS_DIM+N_NEW_STORAGE_SLOTS) | (0:M%N_THIN_WALL_CELLS_DIM) | (0:MESHES(NOM)%N_THIN_WALL_CELLS_DIM),wall_obst_cutcell,4,4,DUMP_RESTART(dump.f90); POINT_TO_MESH(mesh.f90); WALL_BC(wall.f90); SOLID_HEAT_TRANSFER(wall.f90),
EXTERNAL_WALL,mesh.f90:464,TYPE:EXTERNAL_WALL_TYPE(EXTERNAL_WALL_TYPE),1,mesh.f90:832,M%EXTERNAL_WALL,mesh.f90:300,deferred(:); allocated as (M%N_EXTERNAL_WALL_CELLS),ghost_boundary,48,42,RADIATION_FVM(radi.f90); GET_LINKED_VELOCITIES(ccib.f90); FILL_UNKZ_GUARDCELLS(ccib.f90); PREDICT_NORMAL_VELOCITY(divg.f90); ULMAT_SOLVE_ZONE(pres.f90); CC_BAROCLINIC_CORRECTION(ccib.f90),
OMESH,mesh.f90:465,TYPE:OMESH_TYPE(OMESH_TYPE),1,mesh.f90:833,M%OMESH,mesh.f90:301,deferred(:); allocated as (NMESHES),mpi_exchange,37,34,COPY_HS_IN_CCVAR(pres.f90); ASSIGN_TO_FC_R(ccib.f90); GET_CRTCFCC_INT_STENCILS(ccib.f90); ASSIGN_TO_CC_R(ccib.f90); GET_PRES_CFACE_BCS(ccib.f90); GLMAT_SOLVER_SETUP(pres.f90),
LAGRANGIAN_PARTICLE,mesh.f90:466,TYPE:LAGRANGIAN_PARTICLE_TYPE(LAGRANGIAN_PARTICLE_TYPE),1,mesh.f90:834,M%LAGRANGIAN_PARTICLE,mesh.f90:302,deferred(:); allocated as (NLPDIM) | (M%NLPDIM+N_NEW_STORAGE_SLOTS) | (M%NLPDIM),particle,28,27,ADD_TO_PARTICLE_SEND_BUFFER(part.f90); INSERT_VOLUMETRIC_PARTICLES(part.f90); PARTICLE_FACE_INSERT(part.f90); REMOVE_OLDEST_PARTICLE(part.f90); UPDATE_DEVICES_1(dump.f90); INSERT_SPRAY_PARTICLES(part.f90),
BOUNDARY_ONE_D,mesh.f90:467,TYPE:BOUNDARY_ONE_D_TYPE(BOUNDARY_ONE_D_TYPE),1,mesh.f90:835,M%BOUNDARY_ONE_D,mesh.f90:303,deferred(:); allocated as (N_BOUNDARY_ONE_D_DIM),wall_obst_cutcell,9,8,SOLID_HEAT_TRANSFER(wall.f90); SOLID_PHASE_OUTPUT(dump.f90); PARTICLE_MASS_ENERGY_TRANSFER(part.f90); DEPOSIT_PARTICLE_MASS(wall.f90); TGA_ANALYSIS(wall.f90); GAS_PHASE_OUTPUT(dump.f90),
BOUNDARY_THR_D,mesh.f90:468,TYPE:BOUNDARY_THR_D_TYPE(BOUNDARY_THR_D_TYPE),1,mesh.f90:836,M%BOUNDARY_THR_D,mesh.f90:304,deferred(:); no ALLOCATE found,wall_obst_cutcell,1,1,POINT_TO_MESH(mesh.f90),
BOUNDARY_COORD,mesh.f90:469,TYPE:BOUNDARY_COORD_TYPE(BOUNDARY_COORD_TYPE),1,mesh.f90:837,M%BOUNDARY_COORD,mesh.f90:305,deferred(:); allocated as (N_BOUNDARY_COORD_DIM) | (M%N_BOUNDARY_COORD_DIM),wall_obst_cutcell,106,93,RADIATION_FVM(radi.f90); MOVE_PARTICLES(part.f90); GET_FACE_TLW(part.f90); CC_DIFFUSIVE_HEAT_FLUXES(ccib.f90); PARTICLE_OUTPUT(dump.f90); DIVERGENCE_PART_1(divg.f90),
BOUNDARY_PROP1,mesh.f90:470,TYPE:BOUNDARY_PROP1_TYPE(BOUNDARY_PROP1_TYPE),1,mesh.f90:838,M%BOUNDARY_PROP1,mesh.f90:306,deferred(:); allocated as (N_BOUNDARY_PROP1_DIM) | (M%N_BOUNDARY_PROP1_DIM),wall_obst_cutcell,61,56,PARTICLE_OUTPUT(dump.f90); RADIATION_FVM(radi.f90); PARTICLE_MASS_ENERGY_TRANSFER(part.f90); CCSPECIES_ADVECTION(ccib.f90); CCENTHALPY_ADVECTION(ccib.f90); CC_CONDUCTION_HEAT_FLUX(ccib.f90),
BOUNDARY_PROP2,mesh.f90:471,TYPE:BOUNDARY_PROP2_TYPE(BOUNDARY_PROP2_TYPE),1,mesh.f90:839,M%BOUNDARY_PROP2,mesh.f90:307,deferred(:); allocated as (N_BOUNDARY_PROP2_DIM) | (M%N_BOUNDARY_PROP2_DIM),wall_obst_cutcell,11,11,PARTICLE_MASS_ENERGY_TRANSFER(part.f90); PARTICLE_RUNNING_AVERAGES(part.f90); SOLID_PHASE_OUTPUT(dump.f90); LEVEL_SET_FIRESPREAD(vege.f90); SOLID_HEAT_TRANSFER(wall.f90); VENT_PARTICLE_EXTRACTION(part.f90),
BOUNDARY_RADIA,mesh.f90:472,TYPE:BOUNDARY_RADIA_TYPE(BOUNDARY_RADIA_TYPE),1,mesh.f90:840,M%BOUNDARY_RADIA,mesh.f90:308,deferred(:); allocated as (N_BOUNDARY_RADIA_DIM) | (M%N_BOUNDARY_RADIA_DIM),wall_obst_cutcell,4,4,RADIATION_FVM(radi.f90); SOLID_PHASE_OUTPUT(dump.f90); INTERPOLATE_IL(radi.f90); POINT_TO_MESH(mesh.f90),
N_BOUNDARY_COORD_DIM,mesh.f90:473,INTEGER,0,mesh.f90:841,M%N_BOUNDARY_COORD_DIM,mesh.f90:309,scalar,wall_obst_cutcell,3,2,READ_RESTART(dump.f90); DUMP_RESTART(dump.f90); POINT_TO_MESH(mesh.f90),
N_BOUNDARY_ONE_D_DIM,mesh.f90:473,INTEGER,0,mesh.f90:842,M%N_BOUNDARY_ONE_D_DIM,mesh.f90:309,scalar,wall_obst_cutcell,3,2,READ_RESTART(dump.f90); DUMP_RESTART(dump.f90); POINT_TO_MESH(mesh.f90),
N_BOUNDARY_THR_D_DIM,mesh.f90:473,INTEGER,0,mesh.f90:843,M%N_BOUNDARY_THR_D_DIM,mesh.f90:309,scalar,wall_obst_cutcell,1,1,POINT_TO_MESH(mesh.f90),
N_BOUNDARY_PROP1_DIM,mesh.f90:473,INTEGER,0,mesh.f90:844,M%N_BOUNDARY_PROP1_DIM,mesh.f90:309,scalar,wall_obst_cutcell,3,2,READ_RESTART(dump.f90); DUMP_RESTART(dump.f90); POINT_TO_MESH(mesh.f90),
N_BOUNDARY_PROP2_DIM,mesh.f90:473,INTEGER,0,mesh.f90:845,M%N_BOUNDARY_PROP2_DIM,mesh.f90:309,scalar,wall_obst_cutcell,3,2,READ_RESTART(dump.f90); DUMP_RESTART(dump.f90); POINT_TO_MESH(mesh.f90),
N_BOUNDARY_RADIA_DIM,mesh.f90:474,INTEGER,0,mesh.f90:846,M%N_BOUNDARY_RADIA_DIM,mesh.f90:310,scalar,wall_obst_cutcell,3,2,READ_RESTART(dump.f90); DUMP_RESTART(dump.f90); POINT_TO_MESH(mesh.f90),
NEXT_AVAILABLE_BOUNDARY_COORD_SLOT,mesh.f90:475,INTEGER,0,mesh.f90:847,M%NEXT_AVAILABLE_BOUNDARY_COORD_SLOT,mesh.f90:311,scalar,wall_obst_cutcell,2,1,READ_RESTART(dump.f90); POINT_TO_MESH(mesh.f90),
NEXT_AVAILABLE_BOUNDARY_ONE_D_SLOT,mesh.f90:475,INTEGER,0,mesh.f90:848,M%NEXT_AVAILABLE_BOUNDARY_ONE_D_SLOT,mesh.f90:312,scalar,wall_obst_cutcell,2,1,READ_RESTART(dump.f90); POINT_TO_MESH(mesh.f90),
NEXT_AVAILABLE_BOUNDARY_THR_D_SLOT,mesh.f90:475,INTEGER,0,mesh.f90:849,M%NEXT_AVAILABLE_BOUNDARY_THR_D_SLOT,mesh.f90:313,scalar,wall_obst_cutcell,1,1,POINT_TO_MESH(mesh.f90),
NEXT_AVAILABLE_BOUNDARY_PROP1_SLOT,mesh.f90:476,INTEGER,0,mesh.f90:850,M%NEXT_AVAILABLE_BOUNDARY_PROP1_SLOT,mesh.f90:314,scalar,wall_obst_cutcell,2,1,READ_RESTART(dump.f90); POINT_TO_MESH(mesh.f90),
NEXT_AVAILABLE_BOUNDARY_PROP2_SLOT,mesh.f90:476,INTEGER,0,mesh.f90:851,M%NEXT_AVAILABLE_BOUNDARY_PROP2_SLOT,mesh.f90:315,scalar,wall_obst_cutcell,2,1,READ_RESTART(dump.f90); POINT_TO_MESH(mesh.f90),
NEXT_AVAILABLE_BOUNDARY_RADIA_SLOT,mesh.f90:476,INTEGER,0,mesh.f90:852,M%NEXT_AVAILABLE_BOUNDARY_RADIA_SLOT,mesh.f90:316,scalar,wall_obst_cutcell,2,1,READ_RESTART(dump.f90); POINT_TO_MESH(mesh.f90),
BOUNDARY_COORD_OCCUPANCY,mesh.f90:477,INTEGER,1,mesh.f90:853,M%BOUNDARY_COORD_OCCUPANCY,mesh.f90:317,deferred(:); allocated as (N_BOUNDARY_COORD_DIM) | (M%N_BOUNDARY_COORD_DIM),wall_obst_cutcell,1,1,POINT_TO_MESH(mesh.f90),
BOUNDARY_ONE_D_OCCUPANCY,mesh.f90:477,INTEGER,1,mesh.f90:854,M%BOUNDARY_ONE_D_OCCUPANCY,mesh.f90:317,deferred(:); allocated as (N_BOUNDARY_ONE_D_DIM),wall_obst_cutcell,1,1,POINT_TO_MESH(mesh.f90),
BOUNDARY_THR_D_OCCUPANCY,mesh.f90:477,INTEGER,1,mesh.f90:855,M%BOUNDARY_THR_D_OCCUPANCY,mesh.f90:317,deferred(:); no ALLOCATE found,wall_obst_cutcell,1,1,POINT_TO_MESH(mesh.f90),
BOUNDARY_PROP1_OCCUPANCY,mesh.f90:478,INTEGER,1,mesh.f90:856,M%BOUNDARY_PROP1_OCCUPANCY,mesh.f90:318,deferred(:); allocated as (N_BOUNDARY_PROP1_DIM) | (M%N_BOUNDARY_PROP1_DIM),wall_obst_cutcell,1,1,POINT_TO_MESH(mesh.f90),
BOUNDARY_PROP2_OCCUPANCY,mesh.f90:478,INTEGER,1,mesh.f90:857,M%BOUNDARY_PROP2_OCCUPANCY,mesh.f90:318,deferred(:); allocated as (N_BOUNDARY_PROP2_DIM) | (M%N_BOUNDARY_PROP2_DIM),wall_obst_cutcell,1,1,POINT_TO_MESH(mesh.f90),
BOUNDARY_RADIA_OCCUPANCY,mesh.f90:478,INTEGER,1,mesh.f90:858,M%BOUNDARY_RADIA_OCCUPANCY,mesh.f90:318,deferred(:); allocated as (N_BOUNDARY_RADIA_DIM) | (M%N_BOUNDARY_RADIA_DIM),wall_obst_cutcell,1,1,POINT_TO_MESH(mesh.f90),
PARTICLE_LAST,mesh.f90:478,INTEGER,1,mesh.f90:862,M%PARTICLE_LAST,mesh.f90:318,deferred(:); allocated as (N_LAGRANGIAN_CLASSES),particle,1,1,POINT_TO_MESH(mesh.f90),
NLP,mesh.f90:479,INTEGER,0,mesh.f90:859,M%NLP,mesh.f90:319,scalar,particle,23,22,INSERT_VOLUMETRIC_PARTICLES(part.f90); INSERT_SPRAY_PARTICLES(part.f90); PARTICLE_FACE_INSERT(part.f90); ADD_TO_PARTICLE_SEND_BUFFER(part.f90); RADIATION_FVM(radi.f90); PARTICLE_MASS_ENERGY_TRANSFER(part.f90),
NLPDIM,mesh.f90:479,INTEGER,0,mesh.f90:860,M%NLPDIM,mesh.f90:319,scalar,particle,3,2,READ_RESTART(dump.f90); DUMP_RESTART(dump.f90); POINT_TO_MESH(mesh.f90),
PARTICLE_TAG,mesh.f90:479,INTEGER,0,mesh.f90:861,M%PARTICLE_TAG,mesh.f90:319,scalar,particle,7,6,INSERT_VOLUMETRIC_PARTICLES(part.f90); VOLUME_INIT_PARTICLE(part.f90); INSERT_SPRAY_PARTICLES(part.f90); PARTICLE_FACE_INSERT(part.f90); DUMP_RESTART(dump.f90); READ_RESTART(dump.f90),
N_SLCF,mesh.f90:480,INTEGER,0,mesh.f90:863,M%N_SLCF,mesh.f90:321,scalar,other,3,2,READ_SLCF(read.f90); DUMP_SLCF(dump.f90); POINT_TO_MESH(mesh.f90),
N_SLCF_O,mesh.f90:480,INTEGER,0,mesh.f90:864,M%N_SLCF_O,mesh.f90:323,scalar,other,1,1,POINT_TO_MESH(mesh.f90),
SLICE,mesh.f90:481,TYPE:SLICE_TYPE(SLICE_TYPE),1,mesh.f90:865,M%SLICE,mesh.f90:322,deferred(:); allocated as (N_SLCF),other,6,5,READ_SLCF(read.f90); DUMP_SLCF(dump.f90); DUMP_SLCF_VTK(dump.f90); POINT_TO_MESH(mesh.f90); INITIALIZE_VTKHDF_SLCF(vtkf.f90); WRITE_VTKHDF_SLICE_CELL_FILE(vtkf.f90),
N_RADF,mesh.f90:482,INTEGER,0,mesh.f90:866,M%N_RADF,mesh.f90:331,scalar,other,3,2,READ_RADF(read.f90); RADIATION_FVM(radi.f90); POINT_TO_MESH(mesh.f90),
RAD_FILE,mesh.f90:483,TYPE:RAD_FILE_TYPE(RAD_FILE_TYPE),1,mesh.f90:867,M%RAD_FILE,mesh.f90:332,deferred(:); allocated as (N_RADF),other,3,2,RADIATION_FVM(radi.f90); POINT_TO_MESH(mesh.f90); READ_RADF(read.f90),
N_PATCH,mesh.f90:484,INTEGER,0,mesh.f90:868,M%N_PATCH,mesh.f90:334,scalar,other,9,6,READ_RESTART(dump.f90); DUMP_BNDF(dump.f90); WRITE_VTKHDF_GEOM_FILE(vtkf.f90); DUMP_RESTART(dump.f90); DUMP_BNDF_VTKHDF(dump.f90); POINT_TO_MESH(mesh.f90),
N_BNDF_POINTS,mesh.f90:484,INTEGER,0,mesh.f90:870,M%N_BNDF_POINTS,mesh.f90:334,scalar,other,3,2,DUMP_RESTART(dump.f90); READ_RESTART(dump.f90); POINT_TO_MESH(mesh.f90),
N_EXTERIOR_PATCH,mesh.f90:484,INTEGER,0,mesh.f90:869,M%N_EXTERIOR_PATCH,mesh.f90:334,scalar,other,1,1,POINT_TO_MESH(mesh.f90),
PATCH,mesh.f90:485,TYPE:PATCH_TYPE(PATCH_TYPE),1,mesh.f90:871,M%PATCH,mesh.f90:335,deferred(:); allocated as (M%N_PATCH) | (1:N2) | (N_PATCH),other,9,6,READ_RESTART(dump.f90); WRITE_VTKHDF_GEOM_FILE(vtkf.f90); DUMP_RESTART(dump.f90); DUMP_BNDF(dump.f90); DUMP_BNDF_VTKHDF(dump.f90); POINT_TO_MESH(mesh.f90),
EXTERIOR_PATCH,mesh.f90:485,TYPE:PATCH_TYPE(PATCH_TYPE),1,mesh.f90:872,M%EXTERIOR_PATCH,mesh.f90:336,deferred(:); allocated as (1:N2) | (10),other,1,1,POINT_TO_MESH(mesh.f90),
UIID,mesh.f90:486,REAL(EB),4,mesh.f90:873,M%UIID,mesh.f90:338,"deferred(:,:,:,:); allocated as (0:M%IBP1,0:M%JBP1,0:M%KBP1,1:UIIDIM)",radiation,6,3,RADIATION_FVM(radi.f90); DUMP_RESTART(dump.f90); READ_RESTART(dump.f90); TMP_INIT(init.f90); SPEC_INIT(init.f90); POINT_TO_MESH(mesh.f90),
RAD_CALL_COUNTER,mesh.f90:487,INTEGER,0,mesh.f90:874,M%RAD_CALL_COUNTER,mesh.f90:339,scalar,radiation,4,3,RADIATION_FVM(radi.f90); DUMP_RESTART(dump.f90); READ_RESTART(dump.f90); POINT_TO_MESH(mesh.f90),
ANGLE_INC_COUNTER,mesh.f90:487,INTEGER,0,mesh.f90:875,M%ANGLE_INC_COUNTER,mesh.f90:339,scalar,radiation,4,3,RADIATION_FVM(radi.f90); DUMP_RESTART(dump.f90); READ_RESTART(dump.f90); POINT_TO_MESH(mesh.f90),
INTERPOLATED_MESH,mesh.f90:488,INTEGER,3,mesh.f90:876,M%INTERPOLATED_MESH,mesh.f90:341,"deferred(:,:,:); allocated as (1:M%IBAR,1:M%JBAR,1:M%KBAR)",ghost_boundary,5,5,DIVERGENCE_PART_1(divg.f90); UPDATE_HRR(dump.f90); UPDATE_MASS(dump.f90); POINT_TO_MESH(mesh.f90); PARTICLE_FACE_INSERT(part.f90),
STRING,mesh.f90:489,CHARACTER(MESH_STRING_LENGTH),1,mesh.f90:877,M%STRING,mesh.f90:343,deferred(:); allocated as (M%N_STRINGS_MAX+100) | (M%N_STRINGS_MAX),other,3,3,OPEN_AND_CLOSE(init.f90); DUMP_SLCF(dump.f90); POINT_TO_MESH(mesh.f90),
N_STRINGS,mesh.f90:490,INTEGER,0,mesh.f90:878,M%N_STRINGS,mesh.f90:344,scalar,other,3,3,DUMP_SLCF(dump.f90); OPEN_AND_CLOSE(init.f90); POINT_TO_MESH(mesh.f90),
N_STRINGS_MAX,mesh.f90:490,INTEGER,0,mesh.f90:879,M%N_STRINGS_MAX,mesh.f90:344,scalar,other,3,3,OPEN_AND_CLOSE(init.f90); DUMP_SLCF(dump.f90); POINT_TO_MESH(mesh.f90),
K_AGL_SLICE,mesh.f90:491,INTEGER,3,mesh.f90:880,M%K_AGL_SLICE,mesh.f90:346,"deferred(:,:,:); allocated as (0:IBP1,0:JBP1,N_TERRAIN_SLCF)",other,3,3,DUMP_SLCF(dump.f90); DUMP_SLCF_VTK(dump.f90); POINT_TO_MESH(mesh.f90),
LS_KLO_TERRAIN,mesh.f90:492,INTEGER,2,mesh.f90:881,M%LS_KLO_TERRAIN,mesh.f90:347,"deferred(:,:); allocated as (0:IBP1,0:JBP1)",other,3,2,INITIALIZE_LEVEL_SET_FIRESPREAD_1(vege.f90); POINT_TO_MESH(mesh.f90); LEVEL_SET_FIRESPREAD(vege.f90),
LS_KHI_TERRAIN,mesh.f90:492,INTEGER,2,mesh.f90:882,M%LS_KHI_TERRAIN,mesh.f90:347,"deferred(:,:); allocated as (0:IBP1,0:JBP1)",other,3,2,INITIALIZE_LEVEL_SET_FIRESPREAD_1(vege.f90); POINT_TO_MESH(mesh.f90); LEVEL_SET_FIRESPREAD(vege.f90),
K_LS,mesh.f90:492,INTEGER,2,mesh.f90:884,M%K_LS,mesh.f90:347,"deferred(:,:); allocated as (0:IBP1,0:JBP1)",other,3,2,LEVEL_SET_FIRESPREAD(vege.f90); INITIALIZE_LEVEL_SET_FIRESPREAD_1(vege.f90); POINT_TO_MESH(mesh.f90),
LS_SURF_INDEX,mesh.f90:492,INTEGER,2,mesh.f90:885,M%LS_SURF_INDEX,mesh.f90:347,"deferred(:,:); allocated as (0:IBP1,0:JBP1)",other,7,5,INITIALIZE_LEVEL_SET_FIRESPREAD_1(vege.f90); LEVEL_SET_FIRESPREAD(vege.f90); LEVEL_SET_SPREAD_RATE(vege.f90); FILL_BOUNDARY_VALUES(vege.f90); POINT_TO_MESH(mesh.f90); INITIALIZE_LEVEL_SET_FIRESPREAD_2(vege.f90),
N_TERRAIN_SLCF,mesh.f90:493,INTEGER,0,mesh.f90:883,M%N_TERRAIN_SLCF,mesh.f90:348,scalar,other,2,1,READ_SLCF(read.f90); POINT_TO_MESH(mesh.f90),
FLUX0_LS,mesh.f90:494,REAL(EB),2,mesh.f90:886,M%FLUX0_LS,mesh.f90:350,"deferred(:,:); allocated as (IBAR,JBAR)",other,4,3,INITIALIZE_LEVEL_SET_FIRESPREAD_2(vege.f90); LEVEL_SET_FIRESPREAD(vege.f90); POINT_TO_MESH(mesh.f90); LEVEL_SET_ADVECT_FLUX(vege.f90),
FLUX1_LS,mesh.f90:494,REAL(EB),2,mesh.f90:887,M%FLUX1_LS,mesh.f90:350,"deferred(:,:); allocated as (IBAR,JBAR)",other,4,3,INITIALIZE_LEVEL_SET_FIRESPREAD_2(vege.f90); POINT_TO_MESH(mesh.f90); LEVEL_SET_FIRESPREAD(vege.f90); LEVEL_SET_ADVECT_FLUX(vege.f90),
PHI_LS,mesh.f90:494,REAL(EB),2,mesh.f90:888,M%PHI_LS,mesh.f90:350,"deferred(:,:); allocated as (-1:IBAR+2,-1:JBAR+2)",other,9,7,LEVEL_SET_FIRESPREAD(vege.f90); INITIALIZE_LEVEL_SET_FIRESPREAD_1(vege.f90); DUMP_RESTART(dump.f90); READ_RESTART(dump.f90); GAS_PHASE_OUTPUT(dump.f90); POINT_TO_MESH(mesh.f90),
PHI1_LS,mesh.f90:494,REAL(EB),2,mesh.f90:889,M%PHI1_LS,mesh.f90:350,"deferred(:,:); allocated as (-1:IBAR+2,-1:JBAR+2)",other,6,5,LEVEL_SET_FIRESPREAD(vege.f90); INITIALIZE_LEVEL_SET_FIRESPREAD_1(vege.f90); POINT_TO_MESH(mesh.f90); GET_BOUNDARY_VALUES(vege.f90); LEVEL_SET_SPREAD_RATE(vege.f90); LEVEL_SET_ADVECT_FLUX(vege.f90),
ROS_HEAD,mesh.f90:494,REAL(EB),2,mesh.f90:890,M%ROS_HEAD,mesh.f90:350,"deferred(:,:); allocated as (IBAR,JBAR)",other,4,3,INITIALIZE_LEVEL_SET_FIRESPREAD_2(vege.f90); POINT_TO_MESH(mesh.f90); LEVEL_SET_FIRESPREAD(vege.f90); LEVEL_SET_SPREAD_RATE(vege.f90),
SR_X_LS,mesh.f90:495,REAL(EB),2,mesh.f90:891,M%SR_X_LS,mesh.f90:351,"deferred(:,:); allocated as (IBAR,JBAR)",other,5,4,IGNITE_GRID_CELL(vege.f90); LEVEL_SET_SPREAD_RATE(vege.f90); LEVEL_SET_ADVECT_FLUX(vege.f90); POINT_TO_MESH(mesh.f90); INITIALIZE_LEVEL_SET_FIRESPREAD_2(vege.f90),
SR_Y_LS,mesh.f90:495,REAL(EB),2,mesh.f90:892,M%SR_Y_LS,mesh.f90:351,"deferred(:,:); allocated as (IBAR,JBAR)",other,5,4,IGNITE_GRID_CELL(vege.f90); LEVEL_SET_SPREAD_RATE(vege.f90); LEVEL_SET_ADVECT_FLUX(vege.f90); POINT_TO_MESH(mesh.f90); INITIALIZE_LEVEL_SET_FIRESPREAD_2(vege.f90),
U_LS,mesh.f90:495,REAL(EB),2,mesh.f90:893,M%U_LS,mesh.f90:351,"deferred(:,:); allocated as (0:IBP1,0:JBP1)",other,5,4,LEVEL_SET_FIRESPREAD(vege.f90); FILL_BOUNDARY_VALUES(vege.f90); INITIALIZE_LEVEL_SET_FIRESPREAD_1(vege.f90); GAS_PHASE_OUTPUT(dump.f90); POINT_TO_MESH(mesh.f90),
V_LS,mesh.f90:495,REAL(EB),2,mesh.f90:894,M%V_LS,mesh.f90:351,"deferred(:,:); allocated as (0:IBP1,0:JBP1)",other,5,4,LEVEL_SET_FIRESPREAD(vege.f90); FILL_BOUNDARY_VALUES(vege.f90); INITIALIZE_LEVEL_SET_FIRESPREAD_1(vege.f90); GAS_PHASE_OUTPUT(dump.f90); POINT_TO_MESH(mesh.f90),
